"Census.Tract","CES.3.0.Score","Total.Population","California.County","Hispanic....","White....","African.American....","Native.American....","Asian.American....","Other....","ZIP","Longitude","Latitude","Ozone","PM2.5","Diesel.PM","Drinking.Water","Pesticides","Tox..Release","Traffic","Cleanup.Sites","Groundwater.Threats","Haz..Waste","Imp..Water.Bodies","Solid.Waste","Pollution.Burden","Asthma","Low.Birth.Weight","Unemployment"
6037120105,41.35,2812,"Los Angeles",72.7,10,1.8,0.1,14.4,1.1,91402,-118.4488,34.23408,0.057,11.21,18.429,618.05,0,682.4932,937.56,0.45,0,0,0,0,38.02,95.94,5.38,17.8
6073002502,41.35,6264,"San Diego",50.5,23.2,11.4,0.5,11.7,2.7,92105,-117.108,32.72816,0.04,11.21,27.219,228.07,0,253.4799,2143.26,9.3,11,0.225,0,6.2,48.17,80.83,4.97,11.1
6071004401,41.35,4383,"San Bernardino",74.9,14.1,7,0.1,2.7,1.3,92376,-117.3529,34.09418,0.065,12.89,13.583,727.94,0,1534.051,500.68,0,0,0.1,0,0,42.13,65.36,6.92,18.3
6059087401,41.35,3954,"Orange ",64.7,19.3,1.6,0.1,13.1,1.2,92805,-117.9148,33.82825,0.046,11.21,19.26,291.13,0,14566.39,2775.93,40.75,0,0.225,0,14.5,55.17,53.92,6.42,14.9
6001401600,41.35,2163,"Alameda ",20.8,16.2,46.5,0.7,12,3.9,94607,-122.2815,37.81737,0.03,8.697944,73.417,70.6,0,350.0143,385.52,95.8,159.85,0.4,10,5.5,48.43,147.98,8.09,8.4
6067009006,41.34,4940,"Sacramento ",20.9,50.5,12.1,0.6,10.5,5.5,95827,-121.3215,38.57334,0.051,9.536303,16.51,656.2,0,69.50986,1681.52,21.75,45.8,1.5,3,2.5,56.85,48.37,4.64,13.7
6.099e+09,41.32,5564,"Stanislaus ",24,57.4,3.8,0.4,10.3,4.2,95356,-120.9854,37.69999,0.053,12.89,12.745,1066.25,1593.01,1397.508,837.07,10.75,13.75,0.11,0,0,60.57,42.17,4.43,11.5
6067005102,41.3,4481,"Sacramento ",26,37.8,10.1,0.8,21.1,4.2,95828,-121.3831,38.48917,0.05,9.536303,24.74,656.87,689.15,79.56622,595.39,3.2,4.5,0.2,4,0,50.1,91.61,3.57,22.6
6071010802,41.27,5338,"San Bernardino",17.9,73.7,2,0.8,1.6,4,92407,-117.3521,34.27008,0.068,10.37,4.479,916.69,0,638.3685,901.7,2,0,0,2,6.5,45.6,109.42,8.58,14.4
6029004701,41.27,8868,"Kern ",89.1,7.6,1.8,0.1,0.6,0.7,93250,-119.2426,35.67383,0.062,18.76,4.781,483.95,241.73,279.9792,663.59,0,0,0,0,2,43.88,58.59,4.12,17.8
6077005132,41.26,3257,"San Joaquin",49.3,42.4,2.7,1,2.1,2.5,95337,-121.2287,37.79343,0.051,12.89,17.96,780.52,0,1172.047,562.24,24.7,6.65,0,0,0.6,48.29,81,3.99,18.1
6077003305,41.25,3704,"San Joaquin",34.8,44.3,6.5,0.5,10,3.9,95207,-121.3073,38.00191,0.046,13.44,11.696,516.61,0.01,429.867,599.95,0.5,26.5,0.5,5,0,46.46,88.07,8.42,17.8
6071001707,41.25,5966,"San Bernardino",70.5,14.3,4.7,0.3,8.6,1.6,91762,-117.6602,34.04539,0.062,12.89,29.59,840.14,0.51,5712.293,546.08,0.1,1,0.1,0,0,52.27,69.05,4.15,11
6065042518,41.24,3670,"Riverside ",54.3,15.7,21.8,0.3,5.8,2,92553,-117.2218,33.91189,0.065,12.89,13.5,747.77,0,559.8298,725.11,0,0,0,0,0,40.32,75.3,7.33,22.3
6037554600,41.23,4374,"Los Angeles",43,17.4,4.4,0.2,33.6,1.3,90650,-118.0893,33.88365,0.044,11.63,28.497,400.8,1597.44,5568.32,635.76,0.1,9,0.31,0,1,53.2,34.75,6.18,8.7
6059099904,41.22,6352,"Orange ",37,15.6,0.6,0.1,44.3,2.3,92683,-118.0029,33.76643,0.044,11.21,19.34,445.39,3.87,16564.82,1518.52,5.25,12.75,0.085,0,0.2,51.66,38.28,4.82,8.1
6073003404,41.2,4634,"San Diego",62.2,2.8,16.6,0.1,16.5,1.8,92102,-117.0939,32.71396,0.04,11.21,31.56,228.07,0,263.6979,2356.81,12,31,0.025,0,1.45,45.71,84.84,4.58,14.1
6029003115,41.19,5482,"Kern ",65.2,18.6,9.9,0.4,3.6,2.4,93304,-119.027,35.30354,0.065,19.18,31.488,593.77,0,58.20547,1129.6,0.4,1,0.035,0,1.25,46.59,62.82,6.17,15.3
6037552700,41.18,6985,"Los Angeles",73.8,12.2,2.6,0.2,10.1,1.1,90650,-118.0732,33.89859,0.046,11.63,29.378,489.04,0,5264.398,539.35,2.5,39.25,0.175,0,0.7,48.77,62.88,5.33,8
6.047e+09,41.17,1834,"Merced ",39,57,1.2,0.3,0.7,1.8,95374,-120.8829,37.34027,0.057,12.89,4.437,509.26,2275.23,41.12038,211.85,0,12.3,0,17,2.2,47.69,41.3,2.76,21.2
6037294301,41.17,2448,"Los Angeles",81.7,8.9,1.3,0,6.8,1.2,90744,-118.2796,33.79466,0.042,11.21,20.01,436.3,0,10033.96,1266.03,4.5,35.5,0.185,12,2,57.53,63.92,4.48,7.2
6065042007,41.17,4339,"Riverside ",28.7,62.7,2.3,0.5,2.9,2.9,92570,-117.4092,33.78122,0.06,12.05,2.876,1072.13,5.58,2066.27,1137.8,17,4.5,0.1,0,12.5,61.05,39.68,4.87,15.1
6.071e+09,41.15,4678,"San Bernardino",55.7,34.4,1.4,0.4,6.6,1.5,91710,-117.713,34.0394,0.06,12.89,28.538,831.51,0.94,6618.581,336.73,6.6,0,1.11,1,8.6,62.9,42.8,5.93,7.5
6037195803,41.14,2603,"Los Angeles",47.7,32.7,1.6,0.5,15.7,1.9,90026,-118.2769,34.08181,0.046,12.89,29.34,664.07,0,3303.966,1272.28,14.1,6.5,0.05,0,0,53.11,55.22,5.85,9.3
6013313101,41.13,7251,"Contra Costa",39.2,22.1,20.2,0.2,15,3.3,94565,-121.8828,38.00648,0.038,7.859585,19.86,136.89,0,737.3946,794.39,4.65,34.5,0.475,3,1.5,40.1,150.18,6.27,9
6071001311,41.13,3236,"San Bernardino",38.9,24.8,9.9,0.3,23,3.2,91730,-117.5989,34.08559,0.062,12.89,40.55,510.06,0,6225.086,595.26,8.75,0,0.375,5,2.5,59.78,45.9,4.72,12.7
6025012001,41.11,3831,"Imperial ",98.4,1.3,0,0.1,0.2,0.1,92231,-115.4864,32.66859,0.053,13.73,18.201,287,0,456.227,NA,0.1,0,0,21,0,40.5,51.9,5.58,34.2
6047002600,41.11,5319,"Merced ",38.3,42.8,3.3,0.4,12.3,3,95341,-120.4048,37.2896,0.057,12.89,7.606,653.71,278.48,180.3681,88.03,0,17.5,0.2,5,6,54.17,132.15,4.67,10.5
6037238400,41.08,4497,"Los Angeles",17.6,0.9,78.8,0.3,0.6,1.8,90047,-118.309,33.95635,0.046,12.05,18.08,626.97,0,4419.684,1041.94,0,20,0,0,0,43.62,119.8,11.38,20
6037501002,41.08,4861,"Los Angeles",81.5,14.9,0.5,0.2,1.8,1.1,90606,-118.062,33.98228,0.046,12.05,19.76,768.61,0,9117.238,469.19,6.6,10,0.425,3,0,52.71,67.78,5.26,12.3
6071012700,41.08,4052,"San Bernardino",51.4,27.7,9.9,0.1,8.1,2.8,91761,-117.5558,34.04905,0.062,13.31,51.385,840.84,0.76,8881.61,1858.8,1,0,1.13,0,3,67.48,42.37,5.09,13.2
6037404803,41.06,1741,"Los Angeles",78.3,8.8,1.4,0.3,10.1,1.1,91706,-117.966,34.06719,0.051,11.21,20.86,872.37,0,12265.28,1910.82,12,7,0.05,3,0,57.33,42.33,3.8,12.2
6037119320,41.05,4694,"Los Angeles",69.6,6.8,4.3,0.1,17.7,1.5,91402,-118.4547,34.23694,0.057,11.21,18.43,618.05,0,645.3879,1004.82,0.1,0,0,0,0,37.98,90.75,6.5,12.4
6065041004,41.04,4590,"Riverside ",61,26.8,4.1,0.3,5.6,2.2,92505,-117.4977,33.95899,0.062,13.73,8.673,1126.14,6.91,3630.685,724.44,7.4,4.5,0.3,3,2.85,63.7,29.96,4.39,10.8
6107002304,41.03,1740,"Tulare ",42.8,48.4,4.1,0.5,0.6,3.6,93274,-119.3386,36.2117,0.06,17.08,18.11,404.56,0,63.33798,498.48,4,31.5,0.05,0,0,41.6,78.57,7.14,10.4
6037234000,41.03,5335,"Los Angeles",31.4,2.9,60,0.2,2,3.5,90008,-118.3215,34.01209,0.046,12.47,26.04,664.07,0,2930.067,1023.77,0.5,4.5,2.05,0,0,50.35,70.65,8.62,13
6037534802,41.01,2875,"Los Angeles",96.4,2.1,0.3,0,0.9,0.3,90255,-118.2217,33.97118,0.046,12.05,23.49,167.37,0,6734.08,1004.5,3.8,8.3,0.01,0,1,43.54,59.19,6.31,9.3
6037530006,40.99,3963,"Los Angeles",64.5,13.4,0.8,0,20.2,1,90640,-118.1126,34.02002,0.046,12.05,20.081,548.98,0,9850.485,747.36,10,3.3,0.075,0,1.25,48.38,54.54,6.76,5.8
6037530204,40.96,3682,"Los Angeles",89.3,5.9,0.5,0.3,3.6,0.4,90640,-118.1283,34.01907,0.046,12.05,33.38,219.38,0,10969.13,604.69,0,4.6,0.15,0,1,43.65,54.54,7.49,6.6
6065043507,40.95,6700,"Riverside ",50.6,38.5,6.6,0.6,1.2,2.5,92543,-116.9726,33.76812,0.065,8.278764,12.004,875.52,0.28,647.5657,536.09,4.5,0,0.1,0,4,45.01,52.91,5.33,24.5
6001425104,40.94,3175,"Alameda ",13.2,34,24.7,0.3,21.2,6.6,94608,-122.2834,37.83265,0.03,8.697944,49.999,70.6,0,388.0846,1122.24,102.3,196.95,5.83,10,1,52.22,165.16,5.93,10
6037134800,40.94,5949,"Los Angeles",46.7,33.5,3.7,0.3,12.9,2.9,91306,-118.5716,34.19558,0.057,10.37,14.638,618.05,14.23,421.7808,880.95,7.9,6,0.26,2,0,52.48,54.87,4.84,8.9
6107000600,40.93,6200,"Tulare ",92.3,5.6,0.1,0.1,1.3,0.6,93615,-119.2593,36.49578,0.062,13.73,4.772,906.89,762.75,205.9827,146.59,0.4,15,0,0,14,51.04,26.3,4.76,12.2
6037115302,40.89,4351,"Los Angeles",79.4,10.8,1.6,0.1,6.9,1.2,91324,-118.5503,34.22597,0.06,10.37,12.856,618.05,0,479.006,1418.22,7.1,3.5,0.425,3,0,48.67,55.72,4.14,9.8
6037104203,40.88,5210,"Los Angeles",90.4,1.3,6.1,0.2,1.4,0.7,91331,-118.4116,34.27906,0.057,11.21,16.23,618.05,0,654.0567,1294.45,3.5,1.8,0.045,0,0.5,43.74,71.02,5.08,14
6037134001,40.87,3765,"Los Angeles",75.4,8.9,2.7,0,12.1,0.9,91303,-118.5917,34.20291,0.057,10.37,14.32,618.05,0.01,396.4126,1156.52,0.65,3.5,0.15,2,1.5,46.43,45.7,5.65,9.5
6077004902,40.86,6106,"San Joaquin",32.5,64.3,0.5,0.5,1.1,1.1,95320,-121.0361,37.84084,0.051,12.89,4.762,919.32,1588.2,6069.242,215.19,15.5,15.9,0.15,12,10.2,68.35,33.93,4.48,12.7
6099002902,40.84,7609,"Stanislaus ",41.5,53,0.6,0.7,2,2.1,95326,-120.8728,37.60294,0.055,12.89,7.084,1037.9,3281.8,707.5602,298.84,0,4.25,0,6,2,52.46,44.41,4.42,15.6
6059086701,40.83,8876,"Orange ",56.6,22.8,2.2,0.2,16.7,1.5,92801,-117.9566,33.85096,0.046,11.21,23.914,591.82,0,7990.432,3796.1,12.25,19,0.135,0,0.2,55.87,56.09,4.06,10.5
6059087504,40.83,7141,"Orange ",81.1,9.1,1,0.4,7.5,1,92802,-117.902,33.79754,0.046,11.21,29.67,291.13,0,77171.24,3661.68,0.1,10,0.06,0,0,46.67,40.75,6.75,5.8
6019004505,40.82,4866,"Fresno ",40.3,37.8,11.2,0.7,6.9,3.1,93710,-119.7904,36.81571,0.062,15.4,39.974,681.2,0,2339.44,766.22,15.5,1.5,0,0,0,52.16,72.09,4.93,26.9
6037500300,40.81,2903,"Los Angeles",58.7,23,1.7,0.1,14.6,1.8,90601,-118.0395,34.01427,0.046,12.05,23.4,761.44,11.1,18560.99,2388.42,7.9,5,0.85,3,4.9,70.8,67.85,2.96,8.3
6025010500,40.81,6593,"Imperial ",76.7,19,1.6,0.5,1,1.1,92227,-115.544,32.98756,0.051,7.859585,8.262,276.08,60.44,15.97588,448.12,27.7,8,0,21,1,41.19,140.8,5.68,16.7
6071010300,40.78,3846,"San Bernardino",32.9,59.5,2.3,0.9,2,2.4,92309,-115.877,35.14333,0.062,6.445417,0.708,1047.59,0.09,6.596309,273.83,46.9,67.05,2.3,0,22.15,48.13,54.53,6.85,13.3
6019003803,40.78,8153,"Fresno ",42.5,29.3,5.3,0.7,19,3.1,93723,-119.909,36.77155,0.062,15.4,12.584,905.18,249.8,2376.486,91.42,8,0,0,0,0,48.85,67.79,5.78,12.9
6099001002,40.78,3153,"Stanislaus ",27.1,61.1,3,1,3.7,4.1,95350,-120.9783,37.65474,0.053,12.89,25.124,826.14,0.07,907.5483,746.31,2.9,6.85,0,7,0,53.78,64.51,4.09,24.4
6.031e+09,40.77,5476,"Kings ",59.2,34.4,2.2,0.6,2,1.5,93230,-119.7179,36.32785,0.062,16.66,7.486,583.47,1709.49,165.6902,329.75,1,22.5,0,0,0.25,45.87,113.09,5.87,23
6031001402,40.75,2384,"Kings ",82,13.8,2.1,0.5,0.4,1.2,93212,-119.5601,36.09905,0.062,17.08,10.18,429.53,1.08,117.6291,137.32,8,15,0,0,0,39.46,81.7,5.7,7.6
6037127300,40.75,4460,"Los Angeles",49,29.8,7.9,0.3,10,3.1,91406,-118.4698,34.2084,0.057,11.21,31.341,618.05,0,674.8913,2812.96,0.5,3.75,0.455,0,0.5,52.08,48.77,6.02,8.2
6037552002,40.75,3721,"Los Angeles",70.2,9.2,6.3,0.4,12.3,1.6,90650,-118.0876,33.91312,0.046,12.05,26.92,586.74,0,5340.143,436.39,4.4,7.5,0.01,0,0.2,43.04,62.88,5.32,16.5
6065041102,40.74,4185,"Riverside ",74.6,18.8,1.4,0.4,3.9,0.9,92505,-117.4871,33.94033,0.062,13.31,9.203,960.39,0,3623.765,454.29,1,7.5,0.05,0,0,44.79,49.94,6.5,12.4
6065048902,40.74,5957,"Riverside ",66.4,14.1,13.5,0.2,3.7,2.1,92551,-117.2218,33.89743,0.065,12.89,13.034,747.77,0,516.2343,428.43,0.25,2,0.1,0,0,41.39,63.84,8.24,17.3
6059001802,40.74,7154,"Orange ",60.9,22.9,3.4,0.3,11,1.5,92833,-117.972,33.86295,0.046,11.21,22.77,562.3,0,6884.259,2217.78,10.35,22.25,0.18,0,0,54.03,44.74,4.21,16.7
6037187101,40.73,3235,"Los Angeles",45.1,26.3,1.1,0.3,24.4,2.7,90039,-118.2602,34.11608,0.05,12.47,24.895,437.15,0,2783.66,1706.87,13.25,19.05,1.52,5,1.5,62.63,61.18,2.59,8.8
6059074501,40.72,6880,"Orange ",87.9,1.1,0.1,0.2,9.9,0.7,92701,-117.857,33.73853,0.046,10.37,29.068,377.39,0,29705.89,NA,31.9,3,1.795,0,1.85,52.8,31.83,5.61,8.2
6037408623,40.72,3023,"Los Angeles",32.8,13.1,2.6,0.2,48.8,2.4,91745,-117.9376,33.99529,0.05,12.05,20.74,271.22,0,9943.471,2555.66,12.25,20.05,0.195,1,1.25,57.39,43.51,5.49,9.2
6099000801,40.7,6216,"Stanislaus ",21.5,68.9,2.5,0.5,3.5,3.1,95350,-121.0033,37.67981,0.053,12.89,15.17,826.14,2972.21,1006.911,922.93,15,25,0,0,0,60.12,84.6,4.12,10.9
6037127603,40.7,2938,"Los Angeles",74.5,14,4.3,0.3,5.8,1.1,91406,-118.48,34.19572,0.057,10.79,31.67,618.05,0,650.2814,2887.59,7.25,0,0,0,0,45.98,74.19,2.77,13.7
6037432401,40.69,3789,"Los Angeles",52.3,6.7,0.4,0.3,39.7,0.6,91731,-118.0221,34.09055,0.051,11.21,15.93,780.81,0.14,5808.363,774.23,0,3,0,6,1,49.32,39.36,5.58,12.5
6037302102,40.69,6439,"Los Angeles",21.6,56.5,1.4,0.1,18,2.4,91205,-118.2364,34.13476,0.051,12.05,21.83,900.36,0,2291.387,1379.78,1.2,1.5,0.075,0,2,51.39,47.01,4.31,10.7
6037531603,40.67,3568,"Los Angeles",97.7,1.3,0.1,0.3,0.5,0.1,90022,-118.1615,34.0298,0.046,12.05,38.506,647.12,0,17057.77,417.05,0.8,3.5,0.01,0,1.5,45.46,62.41,3.96,13.5
6037212701,40.66,2430,"Los Angeles",29.5,8,5.4,0,55.4,1.6,90019,-118.3193,34.0543,0.048,12.89,29.76,664.07,0,2590.632,1394.13,0.25,5.3,0.1,0,0,50.05,47.36,6.47,9.3
6067000800,40.66,1425,"Sacramento ",14.6,67.9,4.4,0.2,9.9,2.9,95814,-121.5045,38.57707,0.046,9.536303,28.03,80.01,0,541.0925,1015.01,41.2,25.1,0.255,16,0.1,51.23,93.03,NA,12.4
6037482401,40.66,3761,"Los Angeles",37.6,2.7,0.2,0.1,58.6,0.9,91770,-118.0863,34.06747,0.048,11.63,23.455,859.56,0,6118.513,2410.63,12,5.8,0.035,0,0,53.32,38.01,4.95,11.4
6019005409,40.65,3560,"Fresno ",33.5,42.4,11.3,0.4,8.8,3.5,93710,-119.7632,36.81945,0.065,15.4,32.937,668.89,0,2176.26,448.76,0,0,0.01,0,0,44.1,93.29,8.12,19.9
6037213100,40.64,2721,"Los Angeles",31.8,6.6,12,0,47.7,1.9,90019,-118.3127,34.05064,0.048,12.89,29.76,664.07,0,2769.377,1300.26,1.1,8.6,0.025,0,0,49.78,57.94,4.78,9.7
6001407400,40.62,3954,"Alameda ",64.9,3.4,19.9,0.3,9.9,1.7,94601,-122.2067,37.77104,0.03,8.697944,38.37,70.6,0,372.975,256.1,26.4,50.1,0.08,10,3.9,42.18,110.47,4.23,16.7
6037134710,40.62,5287,"Los Angeles",69,14,3.2,0.2,11.7,2,91306,-118.5779,34.20237,0.057,10.37,14.32,618.05,0.05,412.4426,784.87,1.75,0,0.05,2,0,40.26,63.65,5.95,8.7
6019001413,40.61,4605,"Fresno ",36.1,31.2,2.8,0.4,27.5,1.8,93727,-119.6663,36.7213,0.065,15.4,20.581,874.93,1569.22,2200.009,230.08,9,0,0,0,0,53.53,62.73,7.04,12.9
6085505202,40.6,5867,"Santa Clara",41.6,25,3.9,0.4,25.8,3.4,95050,-121.9606,37.37023,0.035,10.37,35.287,179.53,0,776.6153,1105.14,159.75,129.2,9.855,3,15,57.68,35.84,6.19,4.1
6037213402,40.6,4645,"Los Angeles",73.8,4,2.4,0.2,18.8,0.8,90006,-118.2879,34.04984,0.046,12.89,60.69,664.07,0,3729.336,1337.81,6.4,0.75,0,0,0,49,56.69,3.98,16
6075023300,40.59,2624,"San Francisco",21,2.6,10.8,0.5,63.1,2,94124,-122.3978,37.72541,0.03,8.697944,90.157,171.2,0,202.2265,1635.76,7.35,1.5,0.225,10,4.6,44.65,124.54,6.07,11
6059076204,40.56,4492,"Orange ",68.8,21.1,1,0.3,7.3,1.4,92867,-117.8612,33.81278,0.046,10.79,20.724,558.43,0,842751.3,605.74,114.4,21.25,4.93,1,11.4,60.94,31.17,4.49,9.8
6037123800,40.56,5531,"Los Angeles",27,60.4,4.4,0.3,5.2,2.7,91606,-118.4014,34.17974,0.055,12.05,28.032,618.05,0,1173.276,1842.38,6.5,3,0.01,4,0.2,53.23,39.61,5.69,14.6
6029005103,40.55,2564,"Kern ",9.5,85.2,0.3,1.3,1.6,2.1,93308,-118.9833,35.48436,0.062,18.76,4.238,847.42,0.81,7.071041,165.9,28.35,87.15,0.175,0,2.9,52.86,77.13,8.33,9.7
6037601202,40.54,4115,"Los Angeles",90,3,5.1,0.1,1.5,0.3,90301,-118.3569,33.94907,0.046,12.05,38.92,271.2,0.12,3603.385,706.17,0.1,5,0.06,0,0,42.57,85.27,4.8,9.6
6073010009,40.54,6693,"San Diego",91,3,2.5,0,2.9,0.6,92173,-117.0529,32.54738,0.035,14.99,13.385,228.07,8.6,774.7615,9480.17,0,3.5,0.1,14,0,47.82,52.26,4.07,15.9
6037133100,40.54,5446,"Los Angeles",33.1,50.5,3.7,0.2,8.8,3.8,91335,-118.5443,34.18523,0.06,10.37,19.659,618.05,0,501.2286,1337.45,9.6,2.1,0,3,2.2,49.14,73.53,4.53,4.9
6059074901,40.54,9170,"Orange ",94.5,1.6,0.2,0.2,3.2,0.4,92703,-117.8789,33.74327,0.046,10.37,14.03,377.39,0,22025.62,781.19,20,5,0.05,0,0.6,43.41,49.03,6.56,9
6059075201,40.53,5822,"Orange ",92.3,1.9,1,0.3,4.1,0.3,92703,-117.9007,33.75286,0.046,10.37,14.03,377.39,0,23520.23,1103.84,19.4,5,0.72,0,7.5,52.97,38.25,6.31,7.6
6065041407,40.51,5830,"Riverside ",64.2,22.1,6,0.3,5.7,1.7,92505,-117.4726,33.91106,0.062,12.89,11.979,960.39,0,3490.978,625.41,14,11,0.1,0,0,52.85,49.17,4.23,10.1
6107001003,40.5,19732,"Tulare ",48.4,40.1,1.5,0.4,7.7,2,93291,-119.3547,36.35129,0.06,17.08,20.185,864.72,949.83,3103.919,460.91,67.25,31.25,0.5,1,3.5,72.87,58.31,4.15,5.4
6071006603,40.5,4958,"San Bernardino",80.2,11.4,4.7,0.1,2.4,1.3,92324,-117.3367,34.08211,0.065,12.47,20.82,875.4,0,1076.561,319.61,11.4,0,0,0,0,43.93,95.84,5.44,14.4
6037134305,40.5,3847,"Los Angeles",77.6,8.6,2.7,0,10.1,1.1,91304,-118.6017,34.21763,0.057,10.37,10.42,618.05,0,373.9954,1066.27,1,6.75,0.05,0,0.5,40.24,62.27,5.81,10.7
6037234200,40.47,2376,"Los Angeles",11.8,2.9,70.7,0.3,10.4,3.9,90018,-118.3312,34.01641,0.046,12.47,26.04,664.07,0.08,2533.573,1383.69,2,44.25,0.6,0,0,57.33,62.63,5.93,11.2
6071002901,40.46,4446,"San Bernardino",81.3,12.1,4.6,0.1,1,1,92335,-117.4304,34.10486,0.065,12.89,13.91,516.07,0,2791.781,597.12,4.6,0,0.125,0,0,44.39,46.35,5.15,19
6071000823,40.45,6658,"San Bernardino",47.9,30.5,10.8,0.3,7.8,2.7,91786,-117.6718,34.10081,0.062,12.89,18.875,332.97,0,4320.309,671.4,28,0,0.05,0,0,46.08,81.42,5.34,6.7
6065045707,40.44,6397,"Riverside ",96.4,2.5,0.3,0,0.4,0.4,92236,-116.1857,33.68107,0.062,8.278764,12.24,491.94,173.13,1.277827,317.53,10,34.3,0.025,7,0,43.99,51.53,5.36,11.8
6019007400,40.42,3548,"Fresno ",67.8,30.5,0.1,0.4,0.5,0.7,93242,-119.7117,36.45506,0.062,16.24,5.216,811.86,3311.73,260.813,144.71,0,1.5,0,2,2,47.09,51.77,5.97,12.8
6099002605,40.42,3855,"Stanislaus ",48.3,45,1.5,0.5,2.3,2.3,95307,-120.9421,37.60187,0.055,12.89,19.05,557.34,0.52,811.5192,670.25,0.1,0.75,0,6,0.3,45.97,45.24,5.45,21
6037277400,40.4,1533,"Los Angeles",22.9,8.2,53.9,0,11,4,90045,-118.3743,33.94904,0.046,12.05,38.92,579.62,0,2779.754,2067.61,21,53.25,3.385,0,0,61.13,26.93,8.43,7.8
6.047e+09,40.4,2158,"Merced ",48.4,45.1,0.4,1.2,3.8,1.2,95334,-120.7493,37.3413,0.057,12.89,4.252,849.27,16664.84,41.19144,287.14,3.25,26.5,0.1,9,4,59.03,36.83,3.38,18.3
6099003202,40.39,16007,"Stanislaus ",53.6,28.3,6.9,0.5,7.5,3.3,95363,-121.145,37.46479,0.055,12.89,9.21,593.61,1977.3,89.52256,210.42,8.9,30,0.125,2,0,51.05,52.31,4.72,13.3
6071010025,40.38,7405,"San Bernardino",46.3,33.2,12.7,0.6,3.9,3.3,92395,-117.3247,34.48312,0.065,7.021225,15.144,706.73,0,102.6036,1217.42,0,0,0.11,0,2,38.7,106.07,6.38,15.9
6077004308,40.37,3870,"San Joaquin",52.7,33,1,0.7,9.2,3.4,95240,-121.2761,38.10852,0.048,12.65,15.466,612.58,1.72,187.6914,361.29,3.5,12.5,0.1,0,0,42.49,48.82,6.17,15.8
6037195903,40.37,2216,"Los Angeles",51,22.4,3.2,0.3,21.4,1.8,90026,-118.2824,34.08081,0.048,12.89,29.34,664.07,0,3141.977,1998.66,18.8,13,0.125,0,0,58.4,35.74,7.5,10.3
6037408133,40.35,5739,"Los Angeles",51,6.1,3.8,0.3,36.7,2.1,91792,-117.9093,34.02418,0.051,11.21,24.952,810.31,0,13448.11,712.11,3,0.6,3.5,2,0.5,54.78,41.85,5.07,12.3
6077005206,40.34,16787,"San Joaquin",24.3,34.5,7.1,0.3,28.4,5.4,95304,-121.4951,37.774,0.05,9.536303,7.641,663.58,140.1,314.7106,882.39,24.5,78.25,0,11,7,60.28,50.19,5.04,14
6037554801,40.33,3366,"Los Angeles",76.2,7.6,2.5,0.1,11.9,1.7,90701,-118.0833,33.87683,0.044,11.21,25.666,474.64,937.66,5721.328,2702.7,0,7,0.035,0,0.2,52.15,33.04,6.41,3.4
6037211420,40.32,3859,"Los Angeles",52,9.3,3.7,0.1,33.8,1.2,90004,-118.3029,34.07264,0.048,12.89,30.521,664.07,0,2755.643,1466.91,1.7,16.3,0,0,0.5,52.16,43.61,6.5,7.5
6059099402,40.32,8090,"Orange ",70.2,20.7,0.5,0.1,7,1.4,92647,-117.9978,33.70834,0.044,11.21,14.551,238.5,0,9799.747,890.18,11.8,25,0.775,1,24,54.78,30.61,4.35,10.6
6037294200,40.31,4951,"Los Angeles",87.7,6.5,0.9,0.3,3.2,1.4,90744,-118.2694,33.79484,0.042,11.21,20.01,228.23,5.32,10530.32,980.53,5,51.25,1.76,0,1.7,55.51,66.68,3.55,7.7
6037900300,40.3,4514,"Los Angeles",37.8,42,12.3,0.6,4.4,2.9,93535,-118.0882,34.7401,0.062,6.182866,3.627,676.42,1.46,11.98622,97.86,21,3,5,0,14.5,42.85,122.34,6.23,10.9
6037191302,40.29,2422,"Los Angeles",47.5,20.6,3.3,0.2,26.5,1.8,90027,-118.2884,34.09623,0.048,12.89,29.34,664.07,0,2818.154,1092.02,0,3,0.175,0,0,49.06,37.72,7.87,10
6065040405,40.29,5353,"Riverside ",43.9,45.8,3.3,0.4,4.9,1.8,92509,-117.4673,33.98865,0.062,14.15,13.777,743.14,0,3523.793,405.74,15.5,7,0.01,0,0.2,48.03,55.89,6.4,16.5
6037543321,40.27,5418,"Los Angeles",13.8,8.8,61.4,0.1,12.6,3.4,90747,-118.2508,33.86567,0.042,12.05,30.861,256.46,12.98,7397.726,1347.32,11.4,12.8,1.185,0,1.9,60.04,61.08,9.38,11.8
6037540202,40.26,6845,"Los Angeles",87.3,3.5,7.5,0.1,1.2,0.5,90262,-118.2061,33.93385,0.044,12.05,19.649,463.13,0,6313.25,933.09,7.9,2.6,0.035,0,0.2,42.73,46.22,4.85,14.8
6037432402,40.25,6310,"Los Angeles",61.6,6.3,0.7,0.2,30.3,0.9,91731,-118.0272,34.08486,0.05,11.21,18.147,865.33,0.15,5837.139,616.71,13.2,16.2,0.07,6,0,56.35,39.67,4.17,8.9
6067009601,40.23,6621,"Sacramento ",24.3,10.6,23.9,0.2,35.7,5.3,95832,-121.4861,38.46328,0.048,9.117123,8.034,532.06,30.98,43.1901,1289,0,1.5,0,15,0,38.95,107.62,6.47,16.8
6001402700,40.23,1569,"Alameda ",15.5,12.7,56.2,0.1,10.3,5.3,94612,-122.277,37.81039,0.03,8.697944,68.355,70.6,0,341.0408,609.13,22.4,113,0.395,11,0.5,46.11,102.28,10.84,8.3
